"","carat","cut","color","clarity","price"
"3756",0.55,"Very Good","E","VVS1",2585
"3757",0.34,"Premium","H","VS1",596
"3758",0.24,"Very Good","D","VVS2",478
"3759",1,"Premium","E","SI1",5174
"3760",0.3,"Good","F","IF",742
"3761",0.32,"Ideal","H","VVS2",828
"3762",0.96,"Fair","H","I1",1637
"3763",1.01,"Fair","G","VS1",6353
"3764",0.31,"Premium","I","SI1",523
"3765",1.01,"Ideal","F","VS2",6501
"3766",0.33,"Ideal","G","VVS1",838
"3767",0.31,"Good","F","VS1",779
"3768",0.78,"Very Good","J","SI1",2035
"3769",0.3,"Ideal","H","SI1",475
"3770",1.5,"Ideal","F","VS2",12641
"3771",0.3,"Ideal","H","VVS2",776
"3772",1.23,"Premium","J","VS2",4986
"3773",2.01,"Premium","I","SI1",17474
"3774",0.37,"Ideal","G","IF",1056
"3775",0.29,"Very Good","F","VVS2",664
"3776",0.36,"Very Good","F","VS1",825
"3777",2.01,"Very Good","I","VS1",17877
"3778",0.5,"Good","G","SI1",1197
"3779",0.37,"Premium","G","VVS2",1010
"3780",0.7,"Fair","F","SI1",2121
"3781",0.72,"Ideal","F","SI1",3004
"3782",2.01,"Premium","I","SI2",14428
"3783",1.01,"Very Good","I","SI1",3563
"3784",1.16,"Ideal","H","VS1",7175
"3785",1.55,"Premium","J","VS2",7911
"3786",2.03,"Premium","E","SI2",18310
"3787",1.02,"Fair","I","SI2",3802
"3788",1.06,"Premium","G","SI1",5183
"3789",0.42,"Premium","H","SI1",898
"3790",0.32,"Ideal","G","IF",918
"3791",0.42,"Ideal","G","VVS2",1031
"3792",1.03,"Ideal","I","SI1",4434
"3793",0.56,"Very Good","D","IF",4440
"3794",1.35,"Premium","J","VS2",4974
"3795",1.01,"Premium","G","VS2",6108
"3796",0.51,"Very Good","E","SI1",1315
"3797",0.23,"Very Good","E","VVS1",485
"3798",0.37,"Good","D","VS1",825
"3799",1.01,"Ideal","G","VS1",6176
"3800",1.74,"Premium","I","SI1",11020
"3801",0.3,"Ideal","F","VS2",605
"3802",0.73,"Ideal","E","SI2",2155
"3803",1.05,"Ideal","J","SI1",4405
"3804",0.5,"Very Good","F","VVS1",2122
"3805",0.52,"Ideal","F","SI2",1176
"3806",1.03,"Premium","H","VS1",5523
"3807",0.9,"Very Good","E","VS1",5001
"3808",0.71,"Ideal","G","VS2",3299
"3809",0.51,"Very Good","D","VS1",1849
"3810",0.5,"Premium","F","VVS2",2160
"3811",0.31,"Ideal","E","VVS1",865
"3812",0.25,"Good","E","IF",512
"3813",0.38,"Ideal","H","SI1",834
"3814",1,"Good","G","SI1",4416
"3815",0.51,"Ideal","H","SI2",1435
"3816",0.51,"Premium","D","VS2",1597
"3817",0.27,"Very Good","E","VS1",470
"3818",0.71,"Ideal","G","SI1",3061
"3819",0.33,"Ideal","I","VVS1",592
"3820",1.36,"Very Good","J","SI2",5215
"3821",0.32,"Very Good","E","VS1",661
"3822",1.08,"Ideal","G","VVS1",8347
"3823",1.04,"Ideal","H","VS1",5577
"3824",0.51,"Very Good","G","SI1",1220
"3825",0.7,"Very Good","I","VS1",2394
"3826",0.32,"Ideal","F","VS2",828
"3827",0.42,"Very Good","D","SI1",784
"3828",0.41,"Very Good","D","SI1",947
"3829",0.32,"Very Good","H","VS1",561
"3830",0.5,"Very Good","F","SI2",1125
"3831",1,"Very Good","G","VVS2",7177
"3832",1.1,"Very Good","G","SI2",4066
"3833",1.04,"Very Good","H","SI1",4316
"3834",1.22,"Premium","I","VS1",6012
"3835",1.51,"Fair","E","VS2",12829
"3836",0.55,"Very Good","D","SI2",1401
"3837",0.3,"Ideal","H","IF",1013
"3838",0.92,"Very Good","G","SI1",3817
"3839",0.31,"Premium","G","VVS2",907
"3840",1.13,"Premium","F","SI1",5581
"3841",0.3,"Very Good","H","SI1",540
"3842",0.7,"Very Good","H","VS2",2137
"3843",1.2,"Premium","H","SI1",5899
"3844",0.7,"Premium","E","SI1",2777
"3845",0.3,"Premium","D","SI1",709
"3846",0.56,"Ideal","D","VS1",2170
"3847",0.49,"Very Good","D","VS2",1336
"3848",1.21,"Premium","G","VVS1",9003
"3849",0.33,"Ideal","H","IF",838
"3850",0.5,"Good","F","VS1",1613
"3851",0.35,"Good","F","SI1",748
"3852",0.9,"Very Good","D","SI1",4693
"3853",1,"Very Good","G","VS1",6263
"3854",1.56,"Very Good","G","VVS1",15334
"3855",1.29,"Good","J","VS2",5898
"3856",1.02,"Very Good","H","SI1",4476
"3857",1.71,"Very Good","F","VS2",17052
"3858",0.7,"Premium","G","SI2",2177
"3859",0.9,"Very Good","I","IF",4596
"3860",1.53,"Very Good","I","VS1",10602
"3861",0.31,"Very Good","D","SI1",571
"3862",0.71,"Premium","G","SI1",2181
"3863",0.31,"Premium","E","VVS1",924
"3864",0.37,"Ideal","E","VS2",811
"3865",0.9,"Premium","E","SI2",3662
"3866",0.7,"Good","I","SI1",2034
"3867",0.36,"Very Good","E","VS2",789
"3868",0.72,"Ideal","G","VS1",3478
"3869",2,"Very Good","G","SI2",15485
"3870",1.2,"Very Good","F","VS1",9586
"3871",0.32,"Ideal","I","VVS1",553
"3872",0.34,"Ideal","D","SI1",596
"3873",0.32,"Very Good","J","VS2",393
"3874",0.7,"Good","H","I1",1255
"3875",0.79,"Very Good","J","VS2",2300
"3876",0.51,"Very Good","D","SI1",1398
"3877",1.09,"Ideal","H","SI1",4871
"3878",0.3,"Ideal","F","VVS1",814
"3879",0.36,"Very Good","E","VVS1",1140
"3880",0.91,"Ideal","E","SI1",5431
"3881",0.43,"Ideal","J","VVS2",710
"3882",0.56,"Ideal","E","SI1",1698
"3883",0.3,"Ideal","G","VVS1",764
"3884",0.71,"Very Good","E","VS1",3061
"3885",0.28,"Ideal","D","VS2",625
"3886",0.52,"Ideal","E","VS2",1815
"3887",0.53,"Ideal","F","SI1",1359
"3888",0.41,"Ideal","F","VVS1",1356
"3889",0.76,"Ideal","F","IF",4596
"3890",0.7,"Very Good","G","SI1",2088
"3891",1,"Good","E","SI1",4435
"3892",0.3,"Ideal","H","SI1",407
"3893",1.5,"Fair","D","SI2",7469
"3894",0.76,"Good","J","SI1",1809
"3895",1.07,"Ideal","G","VVS1",9276
"3896",1.3,"Premium","G","VVS1",11061
"3897",0.67,"Premium","G","SI1",1914
"3898",0.51,"Ideal","E","VS2",1781
"3899",1.21,"Very Good","F","VS2",7826
"3900",1.23,"Premium","G","VS2",5654
"3901",0.34,"Ideal","E","VS1",1033
"3902",0.3,"Premium","E","SI1",526
"3903",0.52,"Ideal","E","VS2",1689
"3904",0.87,"Ideal","G","VS2",4899
"3905",1.02,"Very Good","H","SI1",4796
"3906",0.34,"Very Good","H","VVS1",995
"3907",0.8,"Premium","J","SI1",2016
"3908",0.9,"Very Good","D","SI1",4381
"3909",1.5,"Very Good","I","SI2",7211
"3910",0.3,"Ideal","E","VS2",658
"3911",2,"Good","I","VS2",16544
"3912",2,"Very Good","J","SI2",11510
"3913",0.32,"Premium","G","VS1",828
"3914",2.39,"Premium","H","SI1",16687
"3915",0.52,"Ideal","D","VS2",1919
"3916",1.55,"Ideal","G","SI2",9530
"3917",0.31,"Ideal","F","VS2",591
"3918",1,"Very Good","G","VVS2",7453
"3919",1.03,"Ideal","E","VVS2",8811
"3920",2.09,"Ideal","I","VS2",17999
"3921",1.11,"Ideal","G","VVS2",9734
"3922",0.32,"Ideal","G","VVS1",814
"3923",0.33,"Ideal","H","VVS1",698
"3924",0.34,"Premium","H","VS1",765
"3925",1.05,"Ideal","E","SI1",5436
"3926",0.3,"Ideal","G","SI1",432
"3927",0.5,"Premium","E","SI1",1415
"3928",1.2,"Good","G","VS2",8032
"3929",0.37,"Ideal","D","VVS2",857
"3930",1.51,"Ideal","I","VS2",9234
"3931",0.75,"Ideal","G","VS2",3073
"3932",0.4,"Very Good","D","SI2",798
"3933",1.01,"Premium","J","VVS2",3897
"3934",0.32,"Ideal","F","VVS1",947
"3935",0.55,"Very Good","J","SI1",965
"3936",0.89,"Fair","G","SI2",2579
"3937",0.73,"Premium","D","VS1",3557
"3938",0.32,"Ideal","E","VS2",900
"3939",0.55,"Premium","E","VS2",2030
"3940",0.7,"Very Good","E","SI2",1964
"3941",1.09,"Ideal","H","SI1",5125
"3942",0.56,"Premium","F","SI2",1225
"3943",1.53,"Premium","H","VVS2",12092
"3944",0.46,"Premium","E","VS2",1173
"3945",1,"Premium","G","VVS1",7848
"3946",0.61,"Ideal","G","SI2",1306
"3947",0.32,"Premium","I","IF",864
"3948",0.32,"Premium","H","VS1",561
"3949",2.05,"Ideal","J","VS1",16793
"3950",0.56,"Very Good","E","VS2",1819
"3951",0.75,"Very Good","H","VVS2",3002
"3952",0.33,"Ideal","D","SI1",736
"3953",0.52,"Premium","D","SI2",1385
"3954",2.22,"Ideal","G","SI2",14637
"3955",0.39,"Ideal","E","VS1",1097
"3956",1.37,"Ideal","G","SI2",6730
"3957",0.43,"Very Good","D","SI1",993
"3958",1.51,"Premium","E","SI1",12336
"3959",0.82,"Premium","J","SI1",2083
"3960",0.31,"Very Good","E","VVS2",766
"3961",1.08,"Ideal","H","SI1",4413
"3962",0.32,"Ideal","G","VVS1",814
"3963",0.52,"Ideal","E","VS2",1576
"3964",1.51,"Fair","I","VS2",9116
"3965",0.27,"Very Good","E","VVS2",544
"3966",1.04,"Ideal","H","SI2",4077
"3967",0.92,"Premium","H","SI2",3174
"3968",0.53,"Ideal","D","VS2",1956
"3969",0.28,"Very Good","D","VS1",458
"3970",1,"Premium","H","SI2",3080
"3971",0.9,"Very Good","D","SI2",3643
"3972",1.2,"Very Good","J","VS2",4590
"3973",1.2,"Premium","H","VS2",6416
"3974",0.33,"Ideal","G","VS2",743
"3975",0.71,"Very Good","J","VS1",2061
"3976",0.32,"Ideal","F","VVS2",1068
"3977",0.32,"Ideal","E","VS2",900
"3978",0.32,"Ideal","D","VS1",977
"3979",0.3,"Ideal","G","IF",863
"3980",1.01,"Ideal","F","SI1",5184
"3981",0.31,"Ideal","G","VVS2",907
"3982",1.02,"Premium","E","VVS1",11062
"3983",0.9,"Very Good","D","SI1",4304
"3984",0.8,"Ideal","D","SI1",3564
"3985",0.42,"Ideal","D","VVS2",1326
"3986",0.41,"Ideal","F","VS1",1076
"3987",1.04,"Ideal","E","SI2",4804
"3988",1.21,"Ideal","J","SI1",4968
"3989",0.3,"Premium","E","VS2",658
"3990",0.31,"Very Good","I","VS2",406
"3991",1.07,"Very Good","I","SI1",4237
"3992",1.06,"Ideal","F","I1",3544
"3993",1.01,"Premium","D","SI2",5206
"3994",0.32,"Ideal","G","VVS1",786
"3995",0.33,"Ideal","H","VVS2",666
"3996",1.09,"Ideal","G","SI1",4970
"3997",1.33,"Very Good","J","VS1",6442
"3998",0.37,"Ideal","E","VVS1",1103
"3999",0.54,"Ideal","I","SI2",964
"4000",0.56,"Ideal","E","VVS2",2441
"4001",0.5,"Ideal","J","SI1",895
"4002",0.34,"Ideal","D","VVS1",1211
"4003",1.01,"Good","G","SI1",3871
"4004",0.72,"Ideal","H","SI2",2131
"4005",0.7,"Premium","G","VVS1",3105
"4006",0.32,"Very Good","H","VS1",561
"4007",0.54,"Ideal","H","SI2",1073
"4008",1.52,"Ideal","H","VS1",11154
"4009",1.01,"Premium","H","SI2",4638
"4010",0.26,"Very Good","E","VVS1",532
"4011",1.33,"Premium","I","SI2",5832
"4012",1,"Very Good","G","VS2",5723
"4013",0.71,"Ideal","H","IF",4007
"4014",0.83,"Premium","F","VS2",3408
"4015",0.28,"Very Good","F","VVS1",707
"4016",0.36,"Good","E","SI2",648
"4017",0.3,"Ideal","H","IF",789
"4018",1.51,"Good","F","SI2",7695
"4019",0.98,"Premium","E","SI2",4478
"4020",0.52,"Ideal","I","VS2",1232
"4021",0.31,"Ideal","H","VS2",507
"4022",0.73,"Premium","G","VS1",2683
"4023",1.01,"Good","F","SI2",4302
"4024",0.77,"Very Good","F","SI2",2667
"4025",1.33,"Premium","H","SI1",7171
"4026",0.32,"Ideal","D","VS2",972
"4027",1.09,"Ideal","F","IF",11888
"4028",0.43,"Ideal","G","VS1",943
"4029",1.01,"Premium","E","SI1",5599
"4030",0.33,"Very Good","D","SI1",608
"4031",0.96,"Fair","H","I1",1808
"4032",0.42,"Ideal","F","VS1",1031
"4033",0.27,"Ideal","E","VVS2",622
"4034",1.31,"Very Good","J","SI2",5100
"4035",0.77,"Premium","G","VVS2",3299
"4036",1.06,"Ideal","H","SI1",4120
"4037",1.07,"Ideal","I","VVS1",6685
"4038",0.3,"Ideal","G","SI1",487
"4039",0.41,"Ideal","E","VS1",1079
"4040",0.4,"Ideal","H","IF",1074
"4041",0.41,"Very Good","G","SI1",671
"4042",1.03,"Premium","D","SI1",6056
"4043",2.05,"Premium","I","VS1",12766
"4044",0.55,"Ideal","I","VS2",1216
"4045",1.12,"Premium","G","VVS1",8561
"4046",0.96,"Premium","H","VS2",4529
"4047",1.5,"Good","J","VS2",7177
"4048",1.51,"Premium","H","VS2",11540
"4049",1.5,"Premium","H","SI2",8333
"4050",1.57,"Very Good","J","VS2",8538
"4051",1.01,"Ideal","I","SI1",4825
"4052",0.5,"Good","F","VS2",1433
"4053",1.35,"Ideal","G","VS1",10656
"4054",0.38,"Very Good","F","VS2",906
"4055",0.31,"Ideal","F","SI1",663
"4056",0.32,"Very Good","D","SI1",756
"4057",1.47,"Very Good","H","SI2",7438
"4058",0.7,"Very Good","E","VS2",2992
"4059",0.33,"Ideal","I","VVS1",570
"4060",2.12,"Premium","E","SI2",18120
"4061",1.03,"Premium","E","SI1",5710
"4062",1.51,"Good","E","SI2",7314
"4063",1.3,"Very Good","F","SI2",6149
"4064",0.9,"Good","F","SI2",3267
"4065",1.62,"Ideal","G","VS1",15246
"4066",0.31,"Very Good","D","SI1",732
"4067",1.31,"Ideal","F","SI2",6676
"4068",0.31,"Ideal","H","SI1",421
"4069",0.34,"Ideal","H","SI1",508
"4070",0.32,"Ideal","H","VVS1",730
"4071",0.32,"Ideal","G","IF",918
"4072",1.97,"Very Good","H","VS2",17377
"4073",1.04,"Ideal","F","SI1",5882
"4074",0.34,"Premium","G","IF",1014
"4075",0.3,"Ideal","G","IF",844
"4076",1,"Premium","G","VS2",5242
"4077",0.52,"Very Good","E","VS2",1689
"4078",1.21,"Very Good","I","SI2",5111
"4079",0.7,"Very Good","E","SI2",2263
"4080",0.54,"Ideal","H","IF",2210
"4081",0.47,"Good","E","VS2",1294
"4082",0.63,"Premium","F","VS2",1905
"4083",0.72,"Good","D","SI1",2757
"4084",0.55,"Ideal","E","VS1",2079
"4085",1.02,"Ideal","G","I1",3321
"4086",0.3,"Very Good","G","IF",895
"4087",0.42,"Ideal","J","VS2",680
"4088",0.36,"Ideal","E","VS1",863
"4089",0.41,"Premium","G","VS2",1061
"4090",0.7,"Very Good","D","SI1",2734
"4091",0.41,"Ideal","E","SI1",705
"4092",1.51,"Ideal","I","SI1",8752
"4093",1.21,"Very Good","J","VS1",5452
"4094",0.52,"Ideal","D","VS1",2010
"4095",0.53,"Ideal","G","VVS2",1818
"4096",0.41,"Very Good","F","SI1",878
"4097",1.01,"Good","E","SI2",4171
"4098",0.52,"Ideal","F","SI1",1223
"4099",0.3,"Ideal","E","VS2",658
"4100",0.32,"Premium","E","IF",1170
"4101",0.34,"Ideal","E","SI1",556
"4102",0.9,"Fair","I","VS2",2921
"4103",0.34,"Very Good","H","VS2",689
"4104",0.8,"Premium","E","SI1",3356
"4105",0.91,"Ideal","I","SI2",2976
"4106",1.11,"Very Good","D","VS2",8006
"4107",0.5,"Premium","E","SI2",1240
"4108",0.9,"Good","H","SI1",3447
"4109",1.08,"Ideal","F","SI2",5164
"4110",1.01,"Premium","G","SI1",5006
"4111",0.31,"Premium","F","VVS1",959
"4112",1.04,"Ideal","G","SI2",4277
"4113",2.04,"Premium","H","SI1",12341
"4114",0.4,"Ideal","E","VS2",1025
"4115",0.35,"Ideal","E","VVS1",905
"4116",0.51,"Ideal","H","SI1",1161
"4117",1.03,"Very Good","G","VS2",6036
"4118",0.48,"Good","F","VS1",1402
"4119",0.92,"Very Good","G","SI2",3713
"4120",0.61,"Very Good","H","VVS2",1970
"4121",0.97,"Ideal","H","VVS1",6801
"4122",1.15,"Premium","G","SI2",4985
"4123",1.24,"Premium","J","VS2",5265
"4124",0.41,"Very Good","H","SI1",683
"4125",0.88,"Ideal","F","SI1",4054
"4126",0.9,"Very Good","F","VS2",4678
"4127",0.5,"Premium","G","VS1",1746
"4128",1.01,"Premium","H","SI2",4242
"4129",2.01,"Very Good","H","SI1",17095
"4130",0.51,"Ideal","H","VS2",1312
"4131",0.9,"Premium","D","SI2",3312
"4132",1.52,"Fair","H","I1",4648
"4133",0.26,"Ideal","F","IF",657
"4134",0.56,"Very Good","F","VVS1",2321
"4135",1.17,"Very Good","G","SI1",5025
"4136",0.73,"Good","E","VS2",2912
"4137",1.01,"Fair","G","SI1",2993
"4138",0.8,"Very Good","F","SI1",3013
"4139",1.01,"Premium","G","VS1",7059
"4140",1.05,"Ideal","G","VVS2",9555
"4141",0.31,"Premium","E","VVS1",1012
"4142",1.11,"Ideal","J","SI1",4497
"4143",1.03,"Very Good","G","VS2",6806
"4144",1.71,"Ideal","H","SI1",13477
"4145",0.55,"Ideal","G","VVS2",2129
"4146",1.03,"Ideal","F","VVS2",9131
"4147",1.76,"Ideal","I","SI2",9714
"4148",1.06,"Premium","F","VS2",6673
"4149",0.31,"Premium","F","VS2",802
"4150",1.01,"Premium","H","SI2",4166
"4151",0.33,"Ideal","I","VS1",668
"4152",0.42,"Ideal","H","SI1",898
"4153",0.51,"Ideal","F","VVS2",2093
"4154",0.57,"Ideal","F","VS2",1754
"4155",1.05,"Ideal","H","IF",7329
"4156",0.58,"Premium","E","SI1",1794
"4157",1.61,"Ideal","I","SI1",9439
"4158",0.9,"Very Good","E","SI1",4054
"4159",0.8,"Very Good","G","SI2",2915
"4160",0.53,"Very Good","E","VS2",1653
"4161",1.01,"Premium","G","VVS2",6371
"4162",2.02,"Very Good","I","VS2",14620
"4163",1.05,"Ideal","F","VVS2",9092
"4164",1.01,"Good","E","SI1",4181
"4165",0.4,"Very Good","G","SI1",840
"4166",0.58,"Ideal","G","IF",2528
"4167",0.26,"Ideal","E","VS1",580
"4168",0.33,"Ideal","D","VS2",667
"4169",0.33,"Ideal","F","VS1",738
"4170",0.9,"Very Good","E","SI1",4315
"4171",0.32,"Premium","E","SI1",561
"4172",0.31,"Ideal","D","VVS2",766
"4173",1.27,"Ideal","I","SI1",5690
"4174",0.35,"Ideal","F","VS2",906
"4175",0.4,"Ideal","F","SI1",918
"4176",1.52,"Premium","J","VS2",7758
"4177",0.3,"Premium","D","VS2",911
"4178",0.4,"Premium","E","VS1",1053
"4179",1.22,"Ideal","F","VS1",9756
"4180",0.53,"Ideal","G","VVS2",1867
"4181",1.22,"Premium","E","SI2",4974
"4182",0.62,"Ideal","F","SI2",1364
"4183",0.44,"Ideal","G","SI1",772
"4184",0.53,"Ideal","E","VVS2",2271
"4185",0.56,"Ideal","D","VS2",2066
"4186",0.83,"Ideal","F","VS1",4592
"4187",1.01,"Good","G","VS2",5701
"4188",0.72,"Ideal","F","VS1",2879
"4189",0.41,"Premium","H","SI2",649
"4190",1.8,"Very Good","J","SI1",10107
"4191",0.3,"Ideal","H","VS1",507
"4192",0.73,"Ideal","I","VS2",2453
"4193",0.32,"Ideal","F","VS2",828
"4194",0.72,"Ideal","E","VS2",2835
"4195",1.5,"Very Good","E","SI1",12247
"4196",0.41,"Premium","E","VVS2",1231
"4197",0.8,"Ideal","G","VS2",2969
"4198",1.09,"Ideal","E","SI2",5035
"4199",1.2,"Very Good","F","VVS1",11913
"4200",1,"Good","E","SI1",5174
"4201",0.51,"Premium","F","VS1",1836
"4202",0.9,"Ideal","E","VS1",5242
"4203",2,"Good","I","VS1",15851
"4204",0.23,"Ideal","F","VVS2",530
"4205",1.16,"Ideal","I","SI1",5107
"4206",0.71,"Ideal","F","VS1",3710
"4207",1,"Premium","H","VS2",5572
"4208",2.18,"Ideal","I","VS2",13769
"4209",0.32,"Ideal","E","SI2",427
"4210",0.46,"Very Good","F","VS2",1273
"4211",0.27,"Very Good","F","VS2",518
"4212",0.41,"Premium","G","VVS1",1148
"4213",1.03,"Very Good","D","SI1",5313
"4214",0.29,"Very Good","F","VS1",504
"4215",0.74,"Ideal","H","SI1",2870
"4216",0.4,"Ideal","E","SI1",737
"4217",1,"Ideal","F","VVS2",9354
"4218",0.83,"Good","H","SI2",2316
"4219",1.51,"Premium","H","VS2",11268
"4220",0.3,"Ideal","H","SI1",450
"4221",0.38,"Ideal","D","VVS1",1400
"4222",0.31,"Ideal","D","VVS2",815
"4223",0.41,"Ideal","G","IF",1431
"4224",1.21,"Very Good","H","SI2",5324
"4225",0.62,"Ideal","G","VS1",2206
"4226",0.9,"Premium","I","VS1",3145
"4227",0.31,"Premium","I","SI1",593
"4228",0.26,"Ideal","H","VVS2",508
"4229",1.14,"Premium","F","SI2",4737
"4230",0.7,"Premium","G","SI1",2352
"4231",0.51,"Premium","G","VS2",1381
"4232",0.7,"Premium","E","SI1",2592
"4233",1.54,"Very Good","F","SI2",8893
"4234",0.3,"Ideal","D","VS2",670
"4235",0.4,"Premium","F","VS1",982
"4236",0.51,"Ideal","G","VVS2",1916
"4237",0.9,"Ideal","I","VS1",3867
"4238",1,"Very Good","I","VS1",5009
"4239",1,"Good","I","VS1",4202
"4240",1.04,"Very Good","F","SI1",5137
"4241",0.31,"Premium","G","VS1",802
"4242",0.24,"Very Good","E","VVS1",478
"4243",1.5,"Ideal","I","VS2",9730
"4244",0.31,"Ideal","G","VVS2",661
"4245",1.65,"Premium","G","SI1",11864
"4246",0.58,"Premium","E","SI1",1641
"4247",0.7,"Ideal","I","VVS1",2489
"4248",0.4,"Premium","G","SI1",900
"4249",0.7,"Good","J","VVS2",1922
"4250",0.4,"Premium","D","SI2",855
"4251",0.5,"Ideal","I","VVS2",1640
"4252",1.27,"Very Good","J","VS1",5690
"4253",0.42,"Premium","G","VS2",847
"4254",1.87,"Premium","E","SI1",16232
"4255",1.01,"Good","G","SI2",4210
"4256",1.16,"Ideal","F","VS2",9432
"4257",0.76,"Very Good","E","VS2",3111
"4258",1.09,"Premium","G","VS1",7422
"4259",0.3,"Premium","D","SI2",574
"4260",2.02,"Ideal","J","SI2",12736
"4261",0.53,"Ideal","F","VVS1",2830
"4262",0.41,"Ideal","F","VS2",1107
"4263",0.56,"Ideal","D","VS2",1963
"4264",1.05,"Fair","G","VS2",5673
"4265",0.6,"Ideal","G","VVS1",3001
"4266",0.32,"Ideal","H","VVS2",628
"4267",0.3,"Premium","F","VS2",605
"4268",0.3,"Ideal","H","VVS2",605
"4269",1.32,"Fair","F","VVS1",12648
"4270",0.9,"Ideal","G","SI1",4088
"4271",1.12,"Ideal","G","VS1",6918
"4272",0.31,"Very Good","F","IF",914
"4273",0.38,"Very Good","F","VS2",800
"4274",1.37,"Very Good","G","SI2",6148
"4275",0.82,"Very Good","H","SI1",2908
"4276",0.31,"Ideal","E","SI1",516
"4277",0.31,"Ideal","G","VS2",562
"4278",0.4,"Premium","E","SI1",882
"4279",0.31,"Premium","G","VS2",544
"4280",0.31,"Ideal","H","VS2",646
"4281",1.01,"Very Good","G","SI1",4672
"4282",0.73,"Premium","E","SI2",2278
"4283",0.38,"Ideal","E","VS1",924
"4284",0.51,"Premium","D","SI1",1687
"4285",1.01,"Good","E","SI2",4413
"4286",0.34,"Premium","H","VS1",596
"4287",0.4,"Premium","D","SI2",855
"4288",1.14,"Ideal","D","SI2",5650
"4289",1.01,"Good","E","VS1",6509
"4290",1.07,"Ideal","I","VS1",5103
"4291",1.16,"Premium","I","SI1",5002
"4292",1.2,"Premium","I","VS2",4844
"4293",1.11,"Good","H","SI1",4523
"4294",1.01,"Very Good","G","VVS1",7412
"4295",0.32,"Good","D","SI1",756
"4296",0.96,"Fair","J","SI1",2517
"4297",0.58,"Very Good","G","VVS2",1872
"4298",3.4,"Fair","D","I1",15964
"4299",1.04,"Very Good","D","SI1",5605
"4300",1.74,"Ideal","J","VS1",11194
"4301",0.31,"Ideal","D","VS2",942
"4302",1,"Very Good","E","SI2",4312
"4303",0.33,"Ideal","E","VS2",928
"4304",1.71,"Good","J","SI2",7508
"4305",1.3,"Very Good","J","VS1",4994
"4306",0.7,"Very Good","J","VS2",1896
"4307",1.01,"Very Good","D","SI2",4528
"4308",1.68,"Ideal","D","SI2",11147
"4309",2.16,"Ideal","J","SI1",14691
"4310",0.71,"Premium","F","VS2",2571
"4311",1.06,"Ideal","H","SI2",3799
"4312",1.2,"Very Good","G","SI1",6526
"4313",1.51,"Premium","H","SI2",7864
"4314",0.34,"Ideal","D","SI2",481
"4315",0.31,"Ideal","D","VS2",879
"4316",0.84,"Premium","D","VS1",4365
"4317",1.5,"Premium","F","SI1",11588
"4318",0.33,"Ideal","E","VS2",928
"4319",1.04,"Very Good","G","SI2",4200
"4320",0.37,"Very Good","G","SI2",624
"4321",1.02,"Premium","G","SI2",3822
"4322",0.51,"Good","H","SI2",1060
"4323",0.71,"Good","E","SI1",2573
"4324",0.51,"Ideal","G","VS2",1660
"4325",0.4,"Good","D","VS1",1254
"4326",1.26,"Premium","I","SI1",5504
"4327",1.5,"Very Good","G","VS1",12005
"4328",1.53,"Ideal","G","VS1",16311
"4329",1.17,"Ideal","I","VS1",6013
"4330",0.32,"Ideal","F","IF",943
"4331",1.04,"Ideal","E","VVS2",10019
"4332",0.3,"Ideal","D","VS1",742
"4333",0.76,"Ideal","H","SI1",2765
"4334",0.28,"Very Good","G","VS2",492
"4335",0.7,"Ideal","F","SI2",2398
"4336",1.5,"Very Good","H","SI1",8791
"4337",1.15,"Very Good","H","VS1",7040
"4338",1.39,"Very Good","G","SI2",6628
"4339",0.72,"Very Good","F","VS1",2846
"4340",0.31,"Premium","E","VVS2",1116
"4341",0.53,"Good","E","VS2",1607
"4342",0.91,"Premium","E","SI1",4211
"4343",1.02,"Premium","D","VS2",6909
"4344",0.3,"Very Good","H","VVS1",878
"4345",0.72,"Ideal","F","SI2",2232
"4346",0.74,"Ideal","I","VVS2",3130
"4347",0.78,"Very Good","F","VS1",3744
"4348",0.75,"Very Good","J","SI1",1958
"4349",1.01,"Ideal","J","VS2",4486
"4350",0.52,"Good","F","SI2",1170
"4351",0.41,"Ideal","D","VS1",1151
"4352",1.54,"Ideal","I","VS2",9998
"4353",0.32,"Premium","I","SI1",554
"4354",2.11,"Premium","H","SI2",12633
"4355",1.01,"Ideal","G","SI1",5497
"4356",1.01,"Premium","F","SI1",5202
"4357",0.53,"Ideal","D","VS2",1956
"4358",0.41,"Premium","D","VS1",1286
"4359",0.9,"Fair","F","VS1",4183
"4360",0.44,"Ideal","H","IF",1177
"4361",0.9,"Premium","I","VS2",3246
"4362",0.3,"Premium","G","VVS1",905
"4363",0.39,"Premium","G","VVS2",1024
"4364",2.07,"Very Good","I","VS2",16378
"4365",0.67,"Good","E","VS2",2270
"4366",0.41,"Premium","E","SI1",755
"4367",1.73,"Good","J","SI1",7847
"4368",1.57,"Very Good","D","SI1",12697
"4369",0.83,"Ideal","H","SI1",2816
"4370",0.73,"Premium","F","SI1",2190
"4371",1,"Ideal","E","VS2",7168
"4372",1,"Ideal","I","SI1",4237
"4373",0.3,"Very Good","H","VS2",473
"4374",0.36,"Ideal","J","SI1",439
"4375",0.73,"Ideal","D","SI2",2504
"4376",0.74,"Ideal","F","VS1",3170
"4377",0.43,"Ideal","F","VVS1",1358
"4378",1,"Very Good","H","SI1",4830
"4379",1.04,"Very Good","G","VS1",6814
"4380",0.34,"Ideal","H","VVS1",995
